0 380,170 396,171 387,203 402,203
4 399,172 414,173 404,203 419,203
9 415,173 431,174 420,203 435,203
4 432,174 446,175 436,204 449,204
21 454,175 467,176 456,204 468,204
33 469,176 481,177 470,204 481,204
plate 374,157 484,167 386,211 484,212
33 332,252 362,255 341,311 369,312
20 366,255 393,258 373,312 399,313
0 407,259 432,261 412,313 436,313
5 435,261 458,264 439,314 461,314
7 461,264 483,266 464,314 484,315
2 486,266 506,268 487,315 506,315
plate 324,226 510,248 340,328 511,329
