5 130,426 141,425 121,452 132,452
3 143,425 156,423 134,452 148,451
9 157,423 170,422 149,451 163,451
6 172,422 187,420 165,451 182,450
17 195,419 212,417 190,450 209,449
33 214,417 232,415 211,449 231,448
plate 132,418 237,403 115,461 236,460
6 304,150 320,149 309,181 324,180
2 322,149 338,148 326,180 342,180
2 341,147 359,146 345,180 362,180
8 361,146 380,145 364,180 382,179
11 390,144 411,143 392,179 412,179
19 414,143 436,141 415,179 436,179
plate 300,138 440,126 308,188 440,188
