3 115,358 132,356 125,391 142,390
5 135,356 156,353 145,390 165,390
4 158,353 182,350 167,390 190,389
6 185,350 210,347 193,389 217,388
14 225,345 257,342 231,388 261,387
24 261,341 297,337 265,387 298,386
plate 107,345 306,314 125,400 307,399
15 397,339 410,340 399,366 411,366
33 411,341 422,342 412,366 424,366
8 428,342 438,343 429,366 439,367
1 439,343 449,344 440,367 450,367
0 450,344 459,345 451,367 460,367
8 460,345 469,346 461,367 469,367
plate 395,330 471,339 398,372 471,372
