3 250,140 282,144 256,205 286,206
0 285,145 313,149 290,206 317,207
6 317,149 342,153 320,207 344,208
8 345,153 368,156 347,208 369,209
32 379,158 399,160 380,209 400,210
11 402,161 420,163 402,210 420,211
plate 244,112 424,144 253,224 424,225
20 298,395 313,393 288,428 304,427
26 315,392 333,390 306,427 324,427
6 342,389 362,387 334,426 355,425
0 365,386 387,383 358,425 381,425
2 390,383 414,380 385,424 411,423
5 418,379 446,376 415,423 445,422
plate 299,383 452,358 283,439 452,438
