16 277,139 295,138 272,177 290,176
22 297,138 315,137 292,176 311,176
8 325,136 345,135 321,176 341,175
9 348,135 368,134 344,175 366,175
9 371,133 393,132 369,175 391,175
0 396,132 419,130 395,174 418,174
plate 277,126 424,114 268,188 424,188
1 145,432 155,432 150,450 160,450
6 156,431 167,431 161,450 171,450
1 168,430 180,429 172,450 183,449
5 181,429 192,428 184,449 195,449
33 199,428 214,427 202,449 216,449
25 215,426 231,425 217,449 232,449
plate 142,425 234,415 150,454 234,454
