17 101,189 123,193 94,243 118,244
23 126,193 146,197 121,244 142,245
6 156,199 173,202 152,246 170,247
2 174,202 189,205 172,247 188,248
1 191,205 205,208 190,248 204,248
4 207,208 219,210 206,248 219,249
plate 101,170 221,197 90,258 221,260
8 175,144 185,142 170,165 180,165
1 187,142 197,141 182,164 193,164
6 199,141 211,139 194,164 207,164
4 213,139 227,137 209,164 224,163
14 234,136 250,134 231,163 248,162
11 253,134 271,132 251,162 270,161
plate 176,136 275,121 166,172 274,171
