16 107,147 137,149 117,208 145,208
23 141,149 170,151 149,208 176,209
4 185,152 211,154 190,209 215,209
1 214,154 240,156 218,209 242,210
3 243,156 267,158 245,210 269,210
6 270,158 292,159 271,210 292,211
plate 98,120 297,139 115,224 298,225
7 331,181 338,180 334,194 341,194
2 339,180 346,179 341,194 349,193
9 347,179 356,178 350,193 358,193
6 357,178 367,176 359,193 369,193
27 373,175 385,174 375,192 387,192
18 387,174 402,171 388,192 402,192
plate 329,177 405,163 334,197 406,196
