1 348,375 355,374 351,390 359,389
6 356,374 365,373 360,389 368,389
9 366,373 375,372 369,389 378,389
2 376,372 387,371 379,389 389,389
10 392,370 405,369 395,388 406,388
16 406,369 420,367 407,388 421,388
plate 345,370 423,360 352,393 423,392
9 166,153 181,154 172,181 186,181
4 182,154 196,155 187,181 200,182
5 197,155 211,156 201,182 214,182
7 212,156 224,157 215,182 226,182
19 230,157 242,158 232,182 243,182
33 243,158 255,158 244,182 255,182
plate 162,142 257,149 172,188 257,188
