6 380,344 401,345 384,388 404,389
9 403,346 424,347 406,389 426,389
2 427,347 446,348 429,389 448,389
0 448,348 466,349 450,389 468,390
29 475,350 493,351 476,390 493,390
30 495,351 512,352 496,390 512,390
plate 376,327 515,338 382,400 515,400
6 122,472 129,471 115,489 123,489
2 130,471 138,471 124,489 132,489
1 138,471 147,470 133,489 142,489
5 148,470 156,469 143,488 153,488
16 161,469 171,468 158,488 169,488
28 172,468 182,467 170,488 181,488
plate 123,467 184,461 113,494 184,493
