5 100,203 109,202 94,221 103,220
6 109,202 118,201 103,220 113,220
4 119,201 129,200 114,220 124,220
6 130,199 139,198 125,220 136,219
12 145,198 158,196 142,219 155,219
18 159,196 172,194 157,219 172,218
plate 102,197 175,186 91,225 174,225
20 273,255 289,256 279,285 294,285
28 290,256 305,258 295,285 309,286
9 312,258 324,259 315,286 327,286
6 325,259 338,261 328,286 340,286
3 339,261 351,262 340,286 351,287
0 351,262 362,263 352,287 363,287
plate 269,242 364,253 280,292 364,292
