8 119,205 140,207 127,249 147,249
1 143,207 164,209 149,249 169,250
1 166,210 185,211 171,250 188,250
9 187,212 205,214 190,250 207,251
27 213,214 229,216 215,251 230,251
23 231,216 245,218 232,251 245,252
plate 111,186 248,204 126,261 248,261
18 278,381 312,386 289,449 320,450
25 316,386 345,391 324,450 352,451
2 360,393 385,397 365,452 389,453
6 388,397 411,401 392,453 413,453
8 413,401 434,404 416,454 435,454
8 436,405 454,408 437,454 455,455
plate 268,349 458,388 288,467 458,469
