26 89,440 96,438 92,453 99,453
27 97,438 105,437 100,453 108,453
33 107,437 116,436 109,452 119,452
1 120,435 132,433 123,452 134,452
4 133,433 146,431 135,452 148,451
6 149,431 165,429 151,451 166,450
3 166,429 186,426 167,450 186,450
plate 87,434 191,415 92,457 191,456
12 120,326 141,329 111,375 134,376
10 142,329 162,332 135,376 156,377
23 163,332 180,334 157,377 176,378
1 188,335 203,338 184,378 200,379
9 205,338 219,340 202,379 217,379
9 220,340 233,342 219,379 232,380
4 235,342 247,344 234,380 246,380
plate 120,307 250,330 105,390 250,391
