10 71,87 84,87 80,112 92,112
28 86,86 99,86 94,112 106,112
11 102,86 116,85 108,112 122,112
9 123,85 138,85 128,112 142,112
4 139,85 155,84 143,112 158,112
2 156,84 172,84 159,112 174,112
8 175,83 190,83 176,112 191,111
plate 66,76 195,71 80,119 196,119
13 118,197 137,198 128,237 146,238
19 140,198 159,200 148,238 166,238
24 161,200 179,201 167,238 185,238
7 187,202 204,203 192,238 207,238
1 206,203 221,204 209,239 224,239
8 223,204 239,205 225,239 240,239
3 240,205 255,206 241,239 255,239
plate 110,179 258,192 128,247 258,248
