27 55,326 70,325 62,355 77,355
32 72,324 88,323 78,355 94,354
33 90,323 108,321 96,354 113,354
0 115,321 135,319 120,354 139,354
4 137,319 158,317 141,354 161,353
5 161,317 184,315 164,353 186,353
1 187,314 212,312 188,353 213,352
plate 51,315 219,296 62,362 220,361
24 303,263 342,269 319,343 354,344
25 346,269 381,274 358,344 390,345
17 383,274 414,279 393,346 422,347
7 428,281 455,284 434,347 460,348
1 458,285 483,288 462,348 486,349
3 485,288 507,291 488,349 509,349
plate 291,227 536,272 318,363 536,364
