21 66,426 81,424 55,458 71,458
28 82,424 99,422 72,458 89,457
13 100,421 118,419 91,457 109,457
7 127,418 147,416 119,456 140,456
8 149,416 171,413 142,456 166,455
6 174,413 198,410 168,455 194,454
7 201,410 228,406 198,454 227,453
plate 68,414 236,389 50,468 236,467
11 285,68 303,67 269,111 288,111
26 305,66 325,65 290,111 312,110
14 326,65 346,64 313,110 335,110
1 356,63 378,62 345,110 369,109
3 380,62 402,60 371,109 396,109
6 405,60 428,59 399,109 424,108
6 430,58 455,57 427,108 454,108
plate 288,53 462,39 261,124 462,124
