20 219,133 237,131 236,166 254,166
15 239,131 260,129 255,166 275,165
11 262,129 284,127 277,165 298,165
6 295,126 322,123 309,165 334,164
7 325,123 353,120 336,164 362,163
3 357,120 389,117 366,163 395,163
6 392,117 428,113 397,163 430,162
plate 209,119 439,89 238,174 440,174
29 57,31 76,33 65,71 83,72
27 79,33 98,34 86,72 104,72
20 99,34 118,35 105,72 122,72
4 125,36 141,37 129,72 144,73
0 144,37 159,38 146,73 161,73
5 161,38 176,39 163,73 177,73
1 177,39 192,40 178,73 192,74
plate 51,14 195,27 65,82 195,82
