15 64,352 82,350 70,385 87,384
26 83,350 103,348 89,384 108,384
13 104,347 125,345 109,384 130,383
9 135,344 160,341 140,383 164,382
4 162,341 189,338 166,382 192,381
7 193,338 223,334 196,381 225,380
0 226,334 260,330 228,380 261,380
plate 60,339 271,308 70,393 271,392
14 70,185 97,190 62,248 90,249
11 99,190 123,194 93,250 118,251
29 126,195 147,199 121,251 143,252
1 155,200 174,203 152,252 172,253
1 176,203 193,206 174,253 191,254
6 194,207 210,209 193,254 209,255
8 211,210 225,212 211,255 225,256
plate 71,162 229,196 56,267 228,268
