21 82,198 89,197 86,209 93,209
11 89,197 96,196 93,209 100,209
31 96,196 104,195 100,209 108,208
0 108,195 117,194 111,208 120,208
3 118,194 128,193 121,208 130,208
7 129,193 141,191 131,208 142,207
5 142,191 154,190 144,207 155,207
plate 80,193 159,181 87,212 159,211
14 230,159 243,158 225,184 238,184
13 244,158 257,156 239,184 253,184
33 258,156 273,154 254,184 269,183
9 280,154 296,152 276,183 293,183
0 298,152 315,150 295,182 313,182
1 317,150 336,148 315,182 335,181
3 339,148 360,145 337,181 360,181
plate 231,149 367,131 223,192 367,191
