21 65,201 81,200 76,231 91,231
22 83,200 100,198 93,231 109,231
27 102,198 121,197 111,231 128,230
4 129,196 149,195 136,230 155,230
4 151,194 173,193 157,230 177,229
4 175,193 199,191 180,229 202,229
5 201,191 227,189 204,229 228,229
plate 60,189 234,172 76,238 235,237
26 407,92 413,91 410,104 416,104
28 414,91 421,90 417,104 424,103
10 422,90 429,89 425,103 432,103
5 434,88 443,87 437,103 446,103
9 444,87 457,85 447,103 459,102
7 458,85 472,83 460,102 473,102
1 473,83 491,80 474,102 492,101
plate 405,88 495,71 410,106 495,105
