20 104,153 136,159 96,229 130,230
27 138,159 167,164 132,230 163,232
33 170,165 195,169 165,232 191,233
1 205,171 228,175 202,234 226,235
9 229,175 249,179 227,235 248,236
2 251,179 269,182 250,236 268,237
0 270,183 287,186 270,237 286,238
plate 103,124 291,167 90,251 291,252
22 47,363 64,361 62,394 79,393
21 66,360 86,358 81,393 100,393
19 88,358 110,355 101,392 123,392
0 121,354 147,350 133,392 158,391
8 151,350 181,346 161,391 190,390
7 184,346 220,342 193,390 226,389
6 224,341 267,336 230,389 269,388
plate 38,350 279,309 64,401 280,400
