26 65,244 86,246 56,290 78,290
27 87,246 106,248 79,290 100,291
16 107,248 124,250 101,291 120,291
2 132,251 147,252 128,292 144,292
9 149,252 163,254 146,292 161,293
6 165,254 178,255 163,293 177,293
2 180,256 192,257 179,293 192,293
plate 66,226 196,243 51,304 196,304
28 243,173 261,171 237,213 256,212
28 263,171 284,170 258,212 279,212
21 285,169 306,168 280,212 302,211
5 316,167 340,165 312,211 337,211
7 342,165 366,163 339,211 364,210
8 370,163 396,161 367,210 394,210
4 398,161 426,159 397,210 425,209
plate 243,158 435,139 233,224 434,224
