12 80,444 105,445 74,497 99,497
19 107,445 130,446 101,498 126,498
12 132,446 154,447 128,498 151,498
1 165,448 186,449 162,498 183,499
6 188,449 209,450 185,499 207,499
0 210,450 230,451 209,499 229,499
7 233,451 251,452 232,499 251,499
plate 80,423 256,434 70,513 256,513
23 203,285 219,284 213,315 229,314
11 220,284 238,283 230,314 247,314
31 239,283 257,282 248,314 265,314
3 266,282 284,281 273,314 290,314
1 287,281 306,280 292,314 310,314
1 308,280 329,279 312,314 331,313
8 331,279 353,278 334,313 353,313
plate 196,271 359,261 214,322 359,322
