32 74,445 104,450 66,514 98,516
18 107,451 133,455 101,516 129,517
30 136,456 158,460 131,517 155,519
8 169,462 188,465 166,519 186,520
1 190,465 209,469 188,520 207,521
4 210,469 227,472 209,521 226,522
4 229,472 243,475 228,522 243,523
plate 75,418 247,457 61,535 247,536
18 396,325 405,324 399,343 408,342
28 406,324 416,323 409,342 419,342
21 418,323 429,322 421,342 432,342
0 434,321 446,320 436,342 448,342
9 447,320 460,319 449,342 462,341
3 463,319 477,318 464,341 478,341
6 479,318 495,316 480,341 495,341
plate 393,317 499,305 399,348 499,347
