11 26,79 55,81 40,133 66,133
23 57,81 84,82 68,134 94,134
19 87,82 112,83 96,134 119,134
2 124,84 148,85 131,134 153,134
0 150,85 174,86 155,134 178,135
5 176,86 198,87 180,135 200,135
0 201,87 223,88 203,135 223,135
plate 18,55 229,68 41,147 229,147
21 233,310 252,313 237,352 254,353
18 254,314 271,316 257,353 273,354
28 273,316 289,319 275,354 291,354
7 296,320 310,322 297,355 310,355
3 310,322 323,324 311,355 324,356
1 324,324 336,325 325,356 336,356
7 337,326 347,327 337,356 347,357
plate 229,293 350,316 235,364 350,365
