10 60,181 78,180 45,223 64,223
30 80,180 100,178 66,223 87,222
13 102,177 123,175 89,222 111,221
2 133,174 156,172 122,221 147,220
6 159,172 184,169 150,220 177,220
6 186,169 213,167 179,220 209,219
6 216,166 246,163 212,219 245,218
plate 63,167 254,143 38,236 254,235
28 290,302 307,305 293,339 309,340
33 308,305 324,307 311,340 326,340
16 326,308 340,310 328,341 341,341
4 345,311 357,313 346,341 358,342
8 358,313 369,314 359,342 369,342
5 371,315 380,316 371,342 381,343
9 381,316 390,318 381,343 390,343
plate 287,286 392,308 292,349 392,350
