14 271,211 280,211 265,231 275,231
12 281,211 290,212 276,231 286,232
19 290,212 298,212 286,232 295,232
9 302,212 310,213 299,232 308,232
5 311,213 318,213 309,232 316,232
1 318,213 326,214 317,232 325,232
6 327,214 333,214 326,232 333,232
plate 273,203 335,207 263,238 335,238
15 73,330 85,331 79,356 90,356
30 86,331 99,331 91,356 104,356
14 101,331 112,332 105,356 115,356
6 118,332 128,333 120,356 131,356
2 129,333 141,333 132,356 142,356
7 142,333 152,334 143,356 153,356
9 153,334 163,334 154,356 164,356
plate 69,320 165,326 79,361 165,361
