21 48,191 82,193 64,258 95,258
17 86,193 117,195 98,258 128,259
30 120,195 150,197 130,259 158,259
1 163,198 192,200 171,259 197,260
6 195,201 221,202 200,260 225,260
2 223,202 249,204 227,260 251,261
1 251,204 275,206 253,261 276,261
plate 37,161 282,183 64,274 282,275
11 98,393 114,394 89,432 106,432
27 116,394 131,395 108,432 125,432
13 132,396 148,396 126,432 143,433
9 154,397 167,398 150,433 164,433
6 169,398 182,399 166,433 180,433
9 184,399 197,400 182,433 196,433
2 198,400 211,400 197,433 211,434
plate 99,380 214,389 84,443 214,444
