32 50,206 69,205 56,242 74,242
17 71,205 91,203 76,242 96,242
23 93,203 114,202 98,242 118,241
4 125,201 147,199 128,241 150,241
3 149,199 175,197 152,241 177,240
4 177,197 203,195 179,240 204,240
0 206,195 234,193 208,240 235,239
plate 46,191 242,173 55,252 242,251
21 247,157 261,155 261,180 274,180
13 262,155 278,153 276,180 291,180
23 280,153 298,151 292,179 310,179
5 306,150 328,147 318,179 338,178
0 330,147 355,144 340,178 363,178
7 358,143 387,140 366,177 393,177
1 390,139 425,135 396,177 427,176
plate 239,147 434,114 263,186 435,185
