18 171,424 183,425 163,452 176,452
28 184,425 195,425 177,452 190,452
13 197,425 208,426 192,452 204,452
1 213,426 223,426 209,452 220,453
8 224,426 234,427 221,453 232,453
0 236,427 246,427 234,453 245,453
9 247,427 257,428 246,453 257,453
plate 173,414 260,419 160,460 259,461
12 25,202 62,207 38,279 72,280
18 66,207 99,211 76,280 107,281
13 102,212 132,215 110,281 139,282
0 146,217 173,220 151,282 177,283
4 176,221 201,224 180,283 203,284
9 202,224 225,227 205,284 227,284
8 228,227 249,230 229,285 249,285
plate 14,168 255,207 37,298 255,299
