32 79,100 93,99 75,128 89,127
21 93,99 108,98 90,127 104,127
24 109,98 124,96 105,127 121,127
1 132,96 148,94 129,126 145,126
4 150,94 167,93 147,126 165,126
9 169,93 188,91 167,126 187,125
0 190,91 210,89 189,125 210,125
plate 79,89 217,74 72,136 216,135
25 175,315 188,316 181,341 193,341
33 190,317 202,318 194,341 205,341
18 202,318 213,320 205,341 215,342
9 217,320 227,321 220,342 228,342
1 228,322 236,323 229,342 237,342
9 236,323 244,324 237,342 245,343
6 245,324 252,325 246,343 252,343
plate 170,302 254,316 181,347 254,348
