18 120,58 131,57 115,80 126,79
31 131,57 143,55 127,79 139,79
16 144,55 158,53 140,79 153,78
1 164,52 180,50 160,78 176,77
1 182,49 199,47 178,77 196,77
8 201,46 222,43 198,77 220,76
0 224,43 249,40 222,76 248,75
plate 121,50 256,25 112,86 256,85
22 63,293 86,294 46,349 71,350
32 88,294 111,295 73,350 99,350
26 113,295 135,296 101,350 125,350
1 144,296 166,297 135,350 160,351
2 168,297 189,298 161,351 184,351
8 191,298 211,299 187,351 209,351
2 213,299 232,300 210,351 232,351
plate 66,273 238,282 37,367 238,367
