15 79,428 89,427 84,448 94,448
10 90,427 102,427 95,448 106,448
22 103,427 115,426 108,448 119,448
3 120,426 133,425 124,448 136,447
6 134,425 148,424 137,447 150,447
8 150,424 164,423 152,447 165,447
6 165,423 180,422 166,447 181,447
plate 76,419 184,411 84,453 184,453
31 406,40 414,40 401,59 409,59
22 415,40 424,39 410,59 420,58
13 425,39 433,39 420,58 430,58
3 438,38 447,38 434,58 444,58
4 448,38 458,37 445,58 456,58
7 459,37 469,36 457,58 468,58
0 470,36 482,35 469,58 482,57
plate 407,34 484,28 399,63 484,63
