14 56,46 70,45 68,72 80,71
27 72,45 87,44 82,71 96,71
23 88,44 104,43 97,71 112,71
9 111,43 128,42 119,71 134,71
2 130,42 148,41 136,71 152,70
6 150,40 170,39 155,70 173,70
3 171,39 193,38 174,70 194,70
plate 50,35 198,23 69,78 199,77
31 286,169 297,169 283,194 294,194
32 298,169 309,170 296,194 307,194
32 310,170 320,171 309,194 319,195
4 325,171 335,171 324,195 334,195
2 336,171 346,172 335,195 345,195
2 347,172 355,173 346,195 355,195
4 356,173 366,173 356,195 366,195
plate 285,160 367,165 281,200 367,200
