20 64,211 79,212 56,249 73,249
21 81,212 98,213 75,249 92,250
26 99,213 114,214 94,250 110,250
8 121,214 134,215 117,250 131,250
2 136,215 149,216 133,250 147,250
3 151,216 165,217 149,250 164,251
0 165,217 178,218 164,251 178,251
plate 64,197 182,206 52,260 182,261
26 96,131 117,130 105,171 125,171
18 119,130 141,129 127,171 148,171
23 143,129 165,128 150,171 171,170
4 177,128 200,127 182,170 204,170
2 202,127 227,125 206,170 231,170
3 230,125 255,124 233,170 257,169
3 258,124 285,123 260,169 285,169
plate 91,114 292,102 105,182 292,181
