24 21,196 35,197 12,231 27,232
10 37,197 50,199 30,232 44,232
14 52,199 65,200 46,232 61,233
5 71,200 83,202 67,233 80,233
4 84,202 96,203 81,233 93,233
0 96,203 107,204 94,234 106,234
4 109,204 119,205 108,234 118,234
plate 22,184 122,195 7,242 121,243
14 253,474 259,473 258,484 264,484
25 260,473 267,472 264,484 271,484
30 267,472 275,471 271,484 279,484
4 278,471 288,470 282,484 291,484
9 289,470 298,469 292,484 301,483
9 299,468 312,467 302,483 313,483
7 313,467 326,466 315,483 326,483
plate 250,469 331,456 258,487 331,487
