26 69,288 87,287 58,328 77,327
12 89,287 108,286 79,327 99,327
33 109,286 128,285 101,327 121,327
0 138,284 158,283 131,326 152,326
1 160,283 182,281 154,326 178,326
5 184,281 207,280 180,326 204,325
3 210,279 233,278 207,325 233,325
plate 72,274 240,260 54,339 240,339
14 212,175 231,178 208,220 228,221
29 233,178 251,181 230,221 249,222
26 252,181 269,183 250,222 267,222
5 276,184 290,186 274,223 289,223
7 292,186 305,187 291,223 304,224
9 306,188 319,189 306,224 319,224
9 320,189 332,191 319,224 332,224
plate 211,158 334,179 204,233 334,234
