28 79,378 91,378 71,410 85,410
13 93,379 106,379 87,410 100,411
27 108,379 121,380 103,411 117,411
4 127,380 139,381 123,411 136,411
5 140,381 152,381 137,411 150,411
9 153,381 165,382 151,411 164,411
0 167,382 177,382 166,411 177,412
plate 79,367 181,372 66,420 181,420
28 288,48 300,48 281,76 294,76
10 301,48 312,49 295,76 308,76
20 314,49 326,50 310,76 322,76
2 330,50 341,50 327,76 338,77
8 342,50 352,51 339,77 351,77
0 354,51 364,51 352,77 363,77
1 365,51 375,52 364,77 375,77
plate 289,38 378,43 278,84 377,85
