12 233,19 245,17 221,45 234,45
13 246,17 259,16 235,45 249,44
21 259,16 274,14 249,44 264,44
1 280,14 295,12 272,44 288,43
5 297,12 313,10 290,43 307,43
2 315,10 333,8 310,43 329,42
1 335,8 354,6 332,42 353,41
plate 236,9 360,-7 216,54 360,53
29 84,168 94,167 73,193 84,192
10 96,166 108,165 85,192 98,192
28 108,165 121,164 99,192 112,191
5 127,163 140,162 119,191 133,191
6 141,162 155,160 135,191 150,190
3 157,160 174,158 152,190 170,190
2 175,158 193,156 172,190 192,189
plate 87,159 197,145 68,200 197,200
