12 335,329 349,330 329,364 344,365
29 351,331 364,332 346,365 360,365
27 366,332 380,333 362,365 377,365
3 386,333 399,334 383,365 397,366
2 400,334 412,335 397,366 410,366
9 413,335 424,336 411,366 424,366
3 426,336 436,337 425,366 436,366
plate 334,317 439,327 325,375 439,375
31 55,94 72,92 68,126 85,125
27 74,92 94,90 86,125 105,125
12 96,89 117,87 107,125 127,124
4 127,86 153,83 138,124 162,123
4 156,83 184,80 164,123 190,123
0 187,80 219,76 194,122 224,122
9 222,76 259,72 226,122 260,121
plate 47,81 270,48 69,134 271,133
