16 243,440 256,438 249,465 262,464
16 257,438 272,436 264,464 278,464
25 273,436 290,434 279,464 295,463
2 297,433 316,431 302,463 321,463
8 318,431 340,428 323,463 343,462
8 342,428 367,425 346,462 369,461
2 370,425 398,421 372,461 399,461
plate 239,431 407,404 250,470 407,469
14 77,295 88,293 70,318 81,317
13 89,293 101,291 82,317 94,317
11 102,291 116,289 96,317 110,316
5 122,288 139,285 116,316 133,315
4 140,285 160,281 135,315 155,314
2 162,281 185,277 158,314 182,313
0 188,277 216,272 185,313 215,312
plate 78,287 224,257 68,324 223,322
