21 71,290 90,289 65,330 85,330
23 92,289 112,288 86,330 107,330
28 114,287 134,286 109,330 129,329
5 144,286 165,285 140,329 162,329
0 167,285 190,284 164,329 187,329
6 192,284 214,282 189,329 213,328
6 217,282 241,281 216,328 241,328
plate 72,274 248,263 61,342 247,342
25 89,82 106,81 74,122 92,122
22 108,81 127,79 94,122 114,121
17 128,79 148,77 115,121 136,121
5 157,76 179,74 146,120 170,120
5 181,74 204,72 172,120 197,119
3 207,72 231,70 200,119 227,118
8 233,69 260,67 229,118 259,117
plate 92,69 268,49 67,134 268,133
