29 54,453 77,457 40,514 66,515
23 79,458 100,462 69,515 92,516
24 102,462 120,466 94,516 114,517
1 127,467 143,470 122,518 140,519
4 145,471 159,474 141,519 157,519
4 161,474 174,476 159,519 173,520
0 175,477 187,479 174,520 187,521
plate 55,433 190,466 33,530 190,532
10 264,197 282,196 245,240 264,240
12 284,196 303,194 267,240 287,239
25 305,194 326,192 289,239 311,239
0 336,191 358,189 322,238 347,238
3 361,188 385,186 350,238 377,237
4 387,186 413,184 379,237 408,236
5 416,183 445,181 412,236 443,235
plate 268,183 453,161 237,253 452,253
