31 52,427 65,425 59,451 72,451
32 67,425 82,423 73,451 88,450
20 83,423 100,421 90,450 106,449
6 108,420 129,417 114,449 134,449
8 131,417 155,414 136,448 159,448
7 157,413 186,409 162,448 189,447
5 189,409 222,405 191,447 223,446
plate 48,417 231,385 60,457 232,456
20 257,463 274,464 263,500 279,500
20 276,464 292,466 282,500 297,501
27 295,466 311,467 299,501 314,501
1 318,468 332,469 320,501 334,501
3 333,469 347,471 335,501 349,502
4 348,471 361,472 349,502 362,502
2 363,472 374,473 364,502 374,502
plate 251,447 378,462 262,509 378,510
