30 92,305 100,304 87,321 94,320
14 100,304 108,302 95,320 103,320
30 110,302 119,301 105,320 114,320
4 123,300 133,299 118,319 129,319
2 134,299 146,297 130,319 143,318
1 148,297 162,295 145,318 160,318
6 163,295 179,292 161,318 178,317
plate 94,299 183,283 84,325 183,325
26 273,199 290,197 285,229 301,229
24 291,197 310,195 302,229 321,228
16 312,194 333,192 323,228 343,228
8 343,191 368,188 352,227 377,227
6 371,188 398,184 379,227 405,226
8 402,184 434,180 409,226 439,225
7 437,180 475,175 442,225 476,224
plate 266,187 487,152 286,237 487,236
