14 305,153 319,151 317,178 330,177
32 320,151 337,149 332,177 347,177
21 338,149 356,147 349,177 366,176
6 365,146 386,143 374,176 395,175
9 388,143 413,140 397,175 420,175
1 416,140 444,136 422,175 449,174
7 447,136 481,132 452,174 483,173
plate 298,143 490,112 318,184 491,183
29 426,321 436,322 422,343 432,343
33 437,322 446,323 433,343 443,343
24 446,323 455,324 443,343 452,344
9 458,324 467,324 456,344 465,344
8 468,325 474,325 466,344 474,344
8 475,325 483,326 474,344 482,344
0 484,326 490,326 483,344 490,344
plate 427,313 492,319 419,350 492,350
