21 52,41 73,40 34,90 57,90
27 75,40 97,39 60,90 83,90
31 99,39 121,38 85,90 109,90
2 131,37 155,36 121,90 146,89
6 157,36 181,35 149,89 175,89
5 183,35 207,34 177,89 204,89
9 210,34 236,33 207,89 235,88
plate 56,23 243,14 26,106 242,105
30 182,404 213,408 174,477 207,478
31 216,408 245,412 210,478 240,479
21 247,412 274,415 243,479 270,479
9 286,416 310,419 282,480 308,481
5 313,419 335,422 310,481 334,481
6 337,422 358,424 335,481 357,482
5 360,425 380,427 359,482 380,483
plate 181,376 385,406 168,497 385,498
