10 72,386 84,384 63,414 76,413
22 86,384 101,381 77,413 93,412
13 102,381 119,378 94,412 111,411
8 128,376 149,373 120,411 142,410
0 151,372 176,368 144,410 170,409
5 179,368 209,363 173,408 205,407
4 211,362 248,356 208,407 246,405
plate 73,376 260,336 60,421 259,420
20 330,270 342,271 335,293 347,293
24 343,271 354,272 348,293 358,293
27 354,272 365,273 358,293 368,293
4 370,273 379,274 372,293 381,293
0 380,274 389,274 382,293 390,294
2 389,275 398,275 391,294 399,294
9 399,275 406,276 400,294 407,294
plate 325,258 409,267 336,298 409,299
