31 89,386 98,386 94,406 103,405
21 99,386 110,385 104,405 114,405
28 111,385 122,385 115,405 125,405
3 127,385 138,384 130,405 140,405
1 139,384 151,384 141,405 153,405
3 152,384 164,384 154,405 165,405
5 165,384 178,383 166,405 178,405
plate 86,378 180,375 94,410 180,410
14 67,256 98,258 83,317 112,318
20 100,258 131,260 114,318 142,318
15 133,260 161,262 144,318 170,318
3 174,263 201,264 182,318 207,319
9 203,264 228,266 209,319 232,319
1 231,266 255,267 235,319 258,320
4 257,268 280,269 259,320 281,320
plate 55,229 287,247 84,332 287,333
