23 71,262 85,259 62,291 76,290
33 87,259 102,256 78,290 94,289
17 104,256 122,253 95,289 113,289
4 131,251 153,247 123,288 146,287
9 156,247 183,242 149,287 176,286
7 185,242 217,236 179,285 213,284
7 221,236 261,229 217,284 260,282
plate 73,251 274,207 58,299 273,298
20 381,118 398,119 385,155 402,155
22 401,119 419,120 404,155 422,156
23 420,120 437,120 423,156 439,156
6 444,121 460,121 447,156 462,156
0 462,121 477,122 464,156 478,156
2 479,122 495,123 480,156 495,156
6 496,123 511,123 496,156 511,156
plate 377,103 515,110 384,165 515,165
