19 93,107 102,105 79,127 88,127
33 103,105 113,102 89,127 99,126
12 114,102 126,100 100,126 112,125
7 132,99 147,95 118,125 134,124
4 148,95 166,91 135,124 155,123
6 168,91 190,86 157,123 182,121
8 193,86 221,80 185,121 218,119
plate 97,100 230,67 74,133 228,131
12 381,449 400,451 386,490 404,491
14 403,451 422,452 406,491 425,491
24 423,453 441,454 426,491 443,492
4 448,455 464,456 450,492 465,492
6 466,456 480,457 467,492 481,492
1 482,457 497,458 483,492 497,493
7 498,459 511,460 498,493 512,493
plate 377,432 515,446 384,501 515,502
