31 71,173 83,171 57,201 69,201
10 84,171 97,169 71,201 85,200
26 99,169 113,167 86,200 102,200
7 119,166 136,164 108,199 126,199
6 137,164 155,162 128,199 148,198
1 157,162 177,159 150,198 172,197
3 180,159 202,156 175,197 200,196
plate 74,163 208,143 52,209 207,208
31 141,62 163,65 151,109 171,110
33 166,66 187,68 174,110 194,110
14 188,68 208,71 195,110 213,111
8 215,72 232,74 220,111 235,111
2 234,74 248,76 237,112 250,112
1 250,76 265,78 252,112 266,112
9 265,78 279,80 266,112 279,113
plate 133,41 282,66 151,121 282,121
