28 389,390 404,391 392,421 407,421
12 405,391 419,392 408,421 421,421
15 422,392 435,393 423,421 436,421
7 440,394 452,395 441,422 453,422
0 453,395 465,396 454,422 466,422
6 467,396 478,396 468,422 478,422
0 479,397 489,397 479,422 490,423
plate 387,377 492,387 392,429 492,429
30 51,281 69,279 66,312 83,312
18 71,279 91,277 85,312 104,311
12 92,277 113,275 105,311 125,311
8 124,274 148,272 135,311 157,310
1 150,272 177,269 159,310 185,310
0 180,269 209,266 187,310 213,309
7 213,266 245,263 217,309 247,308
plate 43,267 254,241 68,320 255,319
