29 37,374 63,378 42,428 67,429
16 64,379 88,382 69,429 91,429
12 89,382 110,385 92,429 112,430
9 118,387 135,389 120,430 137,431
3 137,389 153,392 139,431 154,432
8 154,392 168,394 155,432 169,432
7 170,394 183,396 170,432 183,433
plate 31,350 186,381 41,442 186,443
22 315,322 339,324 326,372 349,372
22 342,324 365,325 351,372 372,373
20 368,325 389,327 375,373 395,373
5 398,328 419,329 403,373 423,373
4 421,329 440,331 425,374 443,374
6 442,331 461,332 445,374 462,374
5 462,332 480,333 464,374 480,374
plate 308,302 484,317 326,383 485,384
