13 51,247 75,249 61,291 83,292
23 76,249 98,250 84,292 104,292
14 99,251 120,252 105,292 125,292
2 129,253 147,254 133,293 150,293
8 149,254 166,255 152,293 168,293
6 168,255 185,256 170,293 186,293
7 186,257 202,258 188,293 202,294
plate 44,227 206,242 61,303 207,303
32 314,472 333,475 318,515 336,516
28 335,475 352,478 338,516 354,516
25 355,478 371,481 357,516 372,517
0 377,482 391,484 378,517 392,518
9 392,484 405,486 393,518 405,518
9 405,486 417,488 406,518 417,519
8 419,488 428,490 419,519 428,519
plate 309,454 431,479 316,526 431,527
