18 35,236 56,234 44,276 65,275
11 59,234 81,232 67,275 89,275
12 83,232 108,230 91,275 114,274
2 119,229 146,227 125,274 151,274
6 149,226 179,224 154,274 182,273
9 181,224 213,221 185,273 215,273
5 216,221 251,218 219,272 252,272
plate 29,219 261,194 44,286 261,286
15 250,100 261,99 244,124 255,123
23 262,99 274,97 256,123 269,123
20 275,97 288,96 270,123 283,123
5 294,95 308,94 290,122 304,122
7 310,94 325,92 306,122 322,122
0 327,92 345,90 324,122 343,121
0 346,90 365,88 344,121 365,120
plate 251,91 370,75 241,131 370,130
