20 66,95 90,97 51,151 77,151
33 92,97 114,99 79,151 104,152
31 116,99 137,100 106,152 128,152
4 147,101 166,102 139,153 160,153
0 167,103 187,104 162,153 183,154
1 188,104 206,105 185,154 204,154
6 208,106 225,107 206,154 224,154
plate 70,75 230,90 43,168 229,169
28 175,429 208,432 183,498 215,499
22 211,433 242,436 217,499 247,500
16 244,437 272,440 249,500 276,501
3 284,441 309,444 287,501 312,502
1 311,445 334,447 313,502 335,503
3 336,448 357,450 338,503 358,503
6 359,450 378,453 360,504 378,504
plate 168,399 384,432 181,517 384,518
