22 88,109 101,111 91,136 103,137
10 102,112 114,113 105,137 116,137
31 114,113 124,115 116,137 126,137
2 129,116 138,117 130,138 139,138
1 139,117 146,118 140,138 147,138
2 147,118 155,119 148,138 155,138
6 155,119 162,120 156,138 162,139
plate 84,96 164,112 90,143 164,144
27 33,418 63,420 48,477 76,477
17 65,420 95,421 78,477 106,478
13 97,421 125,423 108,478 134,478
8 137,423 165,424 145,478 171,478
7 167,425 192,426 173,478 196,479
3 195,426 220,427 199,479 222,479
8 222,427 245,428 224,479 246,479
plate 22,392 252,407 49,492 252,492
