27 162,296 169,295 159,310 165,310
28 169,295 177,294 166,310 174,310
13 178,294 186,293 175,309 183,309
0 190,292 199,291 187,309 196,309
3 200,291 211,289 197,309 209,308
5 212,289 224,288 210,308 222,308
4 225,288 239,286 224,308 239,307
plate 163,291 242,278 157,313 242,313
15 73,158 88,156 62,192 78,191
16 90,156 107,154 80,191 97,191
21 108,154 126,152 99,191 117,190
8 135,151 155,149 127,190 148,189
0 157,149 180,146 150,189 174,188
8 182,146 206,143 177,188 202,187
8 209,143 236,140 206,187 235,186
plate 75,146 244,122 57,202 243,201
