11 48,173 73,175 42,228 67,229
27 75,176 98,178 70,229 93,229
26 100,178 121,180 96,229 118,230
5 130,181 149,183 127,230 147,231
6 151,183 169,185 149,231 168,231
4 171,185 188,187 170,231 188,232
9 190,187 206,189 189,232 206,232
plate 49,152 210,173 37,244 210,245
25 194,78 199,77 190,90 196,90
18 200,77 206,77 196,90 203,89
24 206,77 213,76 203,89 210,89
5 216,75 224,74 213,89 222,89
2 225,74 233,73 223,89 231,88
8 234,73 244,71 232,88 243,88
1 246,71 256,70 244,88 256,87
plate 194,74 260,62 188,93 260,93
