11 54,317 75,316 65,355 85,355
23 77,316 99,315 87,355 108,355
17 101,314 123,313 110,355 131,354
9 134,313 158,312 142,354 164,354
4 160,311 186,310 166,354 191,354
5 189,310 215,309 193,354 218,353
7 218,308 246,307 221,353 247,353
plate 47,300 254,286 67,365 254,365
20 330,414 351,416 319,465 342,466
21 353,416 373,418 344,466 366,467
11 375,418 393,420 368,467 388,467
0 400,421 417,423 396,468 414,468
6 419,423 435,424 416,468 433,469
6 437,425 452,426 434,469 450,469
1 453,426 467,428 452,469 467,469
plate 331,396 471,414 313,479 471,480
