10 70,415 81,415 75,437 86,437
24 82,414 94,414 87,437 98,437
17 96,414 109,414 100,437 112,437
8 114,413 127,413 117,437 129,437
9 128,413 141,413 130,437 143,437
8 143,412 157,412 145,436 158,436
7 158,412 172,412 159,436 172,436
plate 67,405 175,401 75,443 176,443
22 347,431 363,430 359,461 374,460
30 365,430 382,429 376,460 392,460
10 383,429 402,427 394,460 411,460
6 410,426 430,425 419,459 438,459
1 432,425 455,423 440,459 460,459
6 457,423 481,421 463,459 485,458
2 484,420 511,418 487,458 512,458
plate 341,420 518,401 360,467 519,466
