11 64,53 78,54 59,86 74,86
32 79,54 92,56 75,86 89,87
20 95,56 107,58 91,87 104,87
1 111,58 122,60 109,88 121,88
9 123,60 133,61 122,88 132,88
6 135,61 144,63 134,88 144,89
9 145,63 154,64 144,89 154,89
plate 65,40 156,55 56,96 156,97
13 100,378 117,381 95,420 113,420
33 119,381 134,384 115,421 131,421
14 136,384 151,386 133,421 148,422
6 156,387 169,389 154,422 167,423
5 170,389 181,391 168,423 180,423
3 182,391 193,393 181,423 192,424
9 194,393 203,395 194,424 203,424
plate 100,363 206,385 91,432 206,433
