14 48,356 77,360 40,423 71,424
18 79,361 106,365 74,424 101,425
23 108,365 130,368 103,425 127,426
0 141,370 161,373 138,427 159,427
2 163,373 182,376 161,427 181,428
1 184,377 200,379 182,428 200,429
9 203,380 218,382 202,429 218,430
plate 48,330 222,364 35,442 222,443
23 200,210 228,213 212,268 238,269
14 231,214 256,217 240,269 263,270
31 259,217 282,220 266,270 287,270
1 290,221 311,224 295,271 314,271
9 313,224 331,227 316,271 333,272
4 333,227 349,229 335,272 351,272
2 351,229 367,231 352,272 367,273
plate 192,185 370,216 212,281 371,282
