33 76,389 94,387 65,428 83,428
28 96,387 116,385 86,428 106,427
27 117,385 138,382 107,427 129,427
9 148,381 172,379 140,426 165,426
9 175,378 201,376 168,426 195,425
5 203,375 231,372 198,425 228,424
6 235,372 267,368 232,424 266,423
plate 78,375 276,348 60,440 275,439
24 73,218 100,221 85,274 110,275
21 103,221 128,224 113,275 136,276
31 130,224 153,227 138,276 159,276
1 162,228 182,230 167,276 186,277
2 184,231 203,233 188,277 206,278
4 205,233 222,235 207,278 224,278
7 224,235 240,237 225,278 240,278
plate 64,194 244,221 85,287 244,288
